T1TillID,T2TillID,T1OptrID,T2OptrID,T1POS,T2POS
11,12,1382,1932,1,2
11,12,1383,1933,1,2
11,12,1384,1934,1,2
11,12,1385,1935,1,2
11,12,1386,1936,1,2
11,12,1387,1937,1,2
11,12,1388,1938,1,2
11,12,1389,1939,1,2
11,12,1390,1940,1,2
11,12,1391,1941,1,2
11,12,1392,1942,1,2
11,12,1393,1943,1,2
11,12,1394,1944,1,2
11,12,1395,1945,1,2
11,12,1396,1946,1,2
11,12,1397,1947,1,2
11,12,1398,1948,1,2
11,12,1399,1949,1,2
11,12,1400,1950,1,2
11,12,1401,1951,1,2
11,12,1402,1952,1,2
11,12,1403,1953,1,2
11,12,1404,1954,1,2
11,12,1405,1955,1,2
11,12,1406,1956,1,2
11,12,1407,1957,1,2
11,12,1408,1958,1,2
11,12,1409,1959,1,2
11,12,1410,1960,1,2
11,12,1411,1961,1,2
11,12,1412,1962,1,2
11,12,1413,1963,1,2
11,12,1414,1964,1,2
11,12,1415,1965,1,2
11,12,1416,1966,1,2
11,12,1417,1967,1,2
11,12,1418,1968,1,2
11,12,1419,1969,1,2
11,12,1420,1970,1,2
11,12,1421,1971,1,2
11,12,1422,1972,1,2
11,12,1423,1973,1,2
11,12,1424,1974,1,2
11,12,1425,1975,1,2
11,12,1426,1976,1,2
11,12,1427,1977,1,2
11,12,1428,1978,1,2
11,12,1429,1979,1,2
11,12,1430,1980,1,2
11,12,1431,1981,1,2
11,12,1432,1982,1,2
11,12,1433,1983,1,2
11,12,1434,1984,1,2
11,12,1435,1985,1,2
11,12,1436,1986,1,2
11,12,1437,1987,1,2
11,12,1438,1988,1,2
11,12,1439,1989,1,2
11,12,1440,1990,1,2
11,12,1441,1991,1,2
11,12,1442,1992,1,2
11,12,1443,1993,1,2
11,12,1444,1994,1,2
11,12,1445,1995,1,2
11,12,1446,1996,1,2
11,12,1447,1997,1,2
11,12,1448,1998,1,2
11,12,1449,1999,1,2
11,12,1450,2000,1,2
11,12,1451,2001,1,2
11,12,1452,2002,1,2
11,12,1453,2003,1,2
11,12,1454,2004,1,2
11,12,1455,2005,1,2
11,12,1456,2006,1,2
11,12,1457,2007,1,2
11,12,1458,2008,1,2
11,12,1459,2009,1,2
11,12,1460,2010,1,2
11,12,1461,2011,1,2
11,12,1462,2012,1,2
11,12,1463,2013,1,2
11,12,1464,2014,1,2
11,12,1465,2015,1,2
11,12,1466,2016,1,2
11,12,1467,2017,1,2
11,12,1468,2018,1,2
11,12,1469,2019,1,2
11,12,1470,2020,1,2
11,12,1471,2021,1,2
11,12,1472,2022,1,2
11,12,1473,2023,1,2
11,12,1474,2024,1,2
11,12,1475,2025,1,2
11,12,1476,2026,1,2
11,12,1477,2027,1,2
11,12,1478,2028,1,2
11,12,1479,2029,1,2
11,12,1480,2030,1,2
11,12,1481,2031,1,2
11,12,1482,2032,1,2
11,12,1483,2033,1,2
11,12,1484,2034,1,2
11,12,1485,2035,1,2
11,12,1486,2036,1,2
11,12,1487,2037,1,2
11,12,1488,2038,1,2
11,12,1489,2039,1,2
11,12,1490,2040,1,2
11,12,1491,2041,1,2
11,12,1492,2042,1,2
11,12,1493,2043,1,2
11,12,1494,2044,1,2
11,12,1495,2045,1,2
11,12,1496,2046,1,2
11,12,1497,2047,1,2
11,12,1498,2048,1,2
11,12,1499,2049,1,2
11,12,1500,2050,1,2
11,12,1501,2051,1,2
11,12,1502,2052,1,2
11,12,1503,2053,1,2
11,12,1504,2054,1,2
11,12,1505,2055,1,2
11,12,1506,2056,1,2
11,12,1507,2057,1,2
11,12,1508,2058,1,2
11,12,1509,2059,1,2
11,12,1510,2060,1,2
11,12,1511,2061,1,2
11,12,1512,2062,1,2
11,12,1513,2063,1,2
11,12,1514,2064,1,2
11,12,1515,2065,1,2
11,12,1516,2066,1,2
11,12,1517,2067,1,2
11,12,1518,2068,1,2
11,12,1519,2069,1,2
11,12,1520,2070,1,2
11,12,1521,2071,1,2
11,12,1522,2072,1,2
11,12,1523,2073,1,2
11,12,1524,2074,1,2
11,12,1525,2075,1,2
11,12,1526,2076,1,2
11,12,1527,2077,1,2
11,12,1528,2078,1,2
11,12,1529,2079,1,2
11,12,1530,2080,1,2
11,12,1531,2081,1,2
11,12,1532,2082,1,2
11,12,1533,2083,1,2
11,12,1534,2084,1,2
11,12,1535,2085,1,2
11,12,1536,2086,1,2
11,12,1537,2087,1,2
11,12,1538,2088,1,2
11,12,1539,2089,1,2
11,12,1540,2090,1,2
11,12,1541,2091,1,2
11,12,1542,2092,1,2
11,12,1543,2093,1,2
11,12,1544,2094,1,2
11,12,1545,2095,1,2
11,12,1546,2096,1,2
11,12,1547,2097,1,2
11,12,1548,2098,1,2
11,12,1549,2099,1,2
11,12,1550,2100,1,2
11,12,1551,2101,1,2
11,12,1552,2102,1,2
11,12,1553,2103,1,2
11,12,1554,2104,1,2
11,12,1555,2105,1,2
11,12,1556,2106,1,2
11,12,1557,2107,1,2
11,12,1558,2108,1,2
11,12,1559,2109,1,2
11,12,1560,2110,1,2
11,12,1561,2111,1,2
11,12,1562,2112,1,2
11,12,1563,2113,1,2
11,12,1564,2114,1,2
11,12,1565,2115,1,2
11,12,1566,2116,1,2
11,12,1567,2117,1,2
11,12,1568,2118,1,2
11,12,1569,2119,1,2
11,12,1570,2120,1,2
11,12,1571,2121,1,2
11,12,1572,2122,1,2
11,12,1573,2123,1,2
11,12,1574,2124,1,2
11,12,1575,2125,1,2
11,12,1576,2126,1,2
11,12,1577,2127,1,2
11,12,1578,2128,1,2
11,12,1579,2129,1,2
11,12,1580,2130,1,2
11,12,1581,2131,1,2
11,12,1582,2132,1,2
11,12,1583,2133,1,2
11,12,1584,2134,1,2
11,12,1585,2135,1,2
11,12,1586,2136,1,2
11,12,1587,2137,1,2
11,12,1588,2138,1,2
11,12,1589,2139,1,2
11,12,1590,2140,1,2
11,12,1591,2141,1,2
11,12,1592,2142,1,2
11,12,1593,2143,1,2
11,12,1594,2144,1,2
11,12,1595,2145,1,2
11,12,1596,2146,1,2
11,12,1597,2147,1,2
11,12,1598,2148,1,2
11,12,1599,2149,1,2
11,12,1600,2150,1,2
11,12,1601,2151,1,2
