productType|productAvgSales|productCaseCost|productCurrentStock|productNoOfOrders|productOnOrder|productOnOrderCases|productOrderPackSize|productPackSize|productProductId|productProductName|productSellingPrice|productShelfLifeDays|productSupplierId|supplierListId1|supplierListType1|supplierListId2|supplierListType2|supplierListId3|supplierListType3|supplierListId4|supplierListType4|supplierListId5|supplierListType5|supplierListId6|supplierListType6|supplierListId7|supplierListType7|supplierListId8|supplierListType8|supplierListId9|supplierListType9|supplierListId10|supplierListType10|supplierListId11|supplierListType11|supplierListId12|supplierListType12|supplierListId13|supplierListType13|supplierListId14|supplierListType14|supplierListId15|supplierListType15|supplierListId16|supplierListType16|productUnitCost|productUnitIncase|barCode||||||||||||||||||||||||
HandheldProductDetail|0|8.39|0|FALSE|0|0|1x1xEACH||C00000000009817|Modepop Eddy Toys Fashion 29cm|17.5|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||8.39|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|1.47|0|FALSE|0|0|1x1xEACH||C00000000009820|SCb&D2G Baby Spinazie 125gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.47|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|13.48|0|FALSE|0|0|12x1xEACH||C00000000009822|-Chio Dugadoos Bbq 125g|2.1|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.123333|12|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|13.31|0|FALSE|0|0|9x1xEACH||C00000000009823|-Lays DeepRidged SweetChilli 147g|2.95|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.478888|9|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|33.64|0|FALSE|0|0|48x1xEACH||C00000000009830|-Sportlife Frozn Icemint 12st 18g|1.35|0|C000000015|HandheldSupplierID|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||0.700833|48|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|10.12|0|FALSE|0|0|24x1xEACH||C00000000009834|-Italiano 34g|0.95|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.421666|24|87146349||||||||||||||||||||||||
HandheldProductDetail|0|21.76|0|FALSE|0|0|24x1xEACH||C00000000009837|-Fisherman Spearmint Sv 25g|1.5|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.906666|24|96060643||||||||||||||||||||||||
HandheldProductDetail|0|9.84|0|FALSE|0|0|16x1xEACH||C00000000009840|-Stimorol MaxSplash Peppermint 10st 22g|1.35|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.615|16|57000220||||||||||||||||||||||||
HandheldProductDetail|0|9.84|0|FALSE|0|0|16x1xEACH||C00000000009842|-Stimorol MaxSplash Spearmint 10st 22g|1.35|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.615|16|73130758||||||||||||||||||||||||
HandheldProductDetail|0|13.79|0|FALSE|0|0|12x1xEACH||C00000000009844|-Klene Muntdrop 140g|2.2|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.149166|12|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.45|0|FALSE|0|0|12x1xEACH||C00000000009845|-Klene Zakkenrollers 150g|2.25|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.204166|12|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|15.69|0|FALSE|0|0|12x1xEACH||C00000000009848|-Smint Sweetmint XL 50st 35g|2.35|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.3075|12|8.41E+12||||||||||||||||||||||||
HandheldProductDetail|0|22.02|0|FALSE|0|0|2x1xEACH||C00000000009855|D2Gb&DbS&SCb Handstoffer Wit|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||22.02|1|372209||||||||||||||||||||||||
HandheldProductDetail|0|3.14|0|FALSE|0|0|1x1xEACH||C00000000009856|D2Gb&DbS&SCb Deksel 1/6GN Mt Uitsparing|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||3.14|1|372207||||||||||||||||||||||||
HandheldProductDetail|0|14.28|0|FALSE|0|0|1x1xEACH||C00000000009857|D2Gb&DbS&SCb Stofblik Wit|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||14.28|1|372210||||||||||||||||||||||||
HandheldProductDetail|0|12.62|0|FALSE|0|0|1x1xEACH||C00000000009858|D2Gb&DbS&SCb Stofblik Groen|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||12.62|1|372211||||||||||||||||||||||||
HandheldProductDetail|0|10.46|0|FALSE|0|0|10x1xEACH||C00000000009862|Leida Paracetamol Coffeine|1.95|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||10.46|1|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|8.44|0|FALSE|0|0|1x1xEACH||C00000000009867|D2Gb&DbS FS LabelRol Eerst Gebr 500st|0|0|C000000006|HandheldSupplierID|C000000006|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||8.44|1|358621||||||||||||||||||||||||
HandheldProductDetail|0|0|0|FALSE|0|0|1x1xEACH||C00000000009876|#NAME?|0|0|C000000008|HandheldSupplierID|C000000008|||||||||||||||||||||||||||||||0|1|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|25.44|11|FALSE|0|0|24x1xEACH||C00000000009879|Cornetto Classico 125ml|2.25|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.06|24|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|27.12|20|FALSE|0|0|24x1xEACH||C00000000009880|Cornetto Rose 115ml|2.25|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.13|24|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|7.51|0|FALSE|0|0|1x1xEACH||C00000000009885|SCb Radartorens 216st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.034768|216|372216||||||||||||||||||||||||
HandheldProductDetail|0|19.17|0|FALSE|0|0|1x1xEACH||C00000000009886|SCb Daim Stukjes|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||19.17|1|372215||||||||||||||||||||||||
HandheldProductDetail|0|5.32|0|FALSE|0|0|1x1xEACH||C00000000009887|SCb Amarena Kersen Topping 500ml|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||5.32|1|372214||||||||||||||||||||||||
HandheldProductDetail|0|10.83|0|FALSE|0|0|1x1xEACH||C00000000009888|SCb Musketzaad 2kg|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||10.83|1|372219||||||||||||||||||||||||
HandheldProductDetail|0|6.09|0|FALSE|0|0|1x1xEACH||C00000000009889|SCb Lotus Speculoos Crunch 750gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||6.09|1|372217||||||||||||||||||||||||
HandheldProductDetail|0|18.47|0|FALSE|0|0|1x1xEACH||C00000000009890|SCb Browniestukjes 1kg|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||18.47|1|372218||||||||||||||||||||||||
HandheldProductDetail|0|12.98|0|FALSE|0|0|1x1xEACH||C00000000009891|D2G&DbS&SCb&SCf Hazelnootkrokant 1350gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||12.98|1|372220||||||||||||||||||||||||
HandheldProductDetail|0|8.24|0|FALSE|0|0|1x1xEACH||C00000000009892|SCb Schuimstaafjes 270gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||8.24|1|372221||||||||||||||||||||||||
HandheldProductDetail|0|9.92|0|FALSE|0|0|1x1xEACH||C00000000009893|SCb Stroopwafelstukjes 750gr|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||9.92|1|372224||||||||||||||||||||||||
HandheldProductDetail|0|16.62|0|FALSE|0|0|1x1xEACH||C00000000009894|SCb Deense Oubliehoorns 140st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.118714|140|372223||||||||||||||||||||||||
HandheldProductDetail|0|7.72|0|FALSE|0|0|1x1xEACH||C00000000009895|SCb&SCf Topping Caramel Salted 500ml|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||7.72|1|372225||||||||||||||||||||||||
HandheldProductDetail|0|53.1|0|FALSE|0|0|1x1xEACH||C00000000009896|SCb Deense Oubliecup240x 18g|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.22125|240|372222||||||||||||||||||||||||
HandheldProductDetail|0|41.85|0|FALSE|0|0|1x1xEACH||C00000000009897|SCb IJsmix 10lt|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||41.85|1|372226||||||||||||||||||||||||
HandheldProductDetail|0|7.44|0|FALSE|0|0|1x1xEACH||C00000000009898|SCb&SCf Topping Chocolade 1lt|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||7.44|1|372227||||||||||||||||||||||||
HandheldProductDetail|0|22.85|0|FALSE|0|0|1x1xEACH||C00000000009899|SCb&SCf Chocoladekrullen Wit 15kg|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||22.85|1|372228||||||||||||||||||||||||
HandheldProductDetail|0|27.83|0|FALSE|0|0|1x1xEACH||C00000000009900|SCb Chocoladekrullen Karamel 15kg|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||27.83|1|372229||||||||||||||||||||||||
HandheldProductDetail|0|8.16|0|FALSE|0|0|1x1xEACH||C00000000009901|SCb&SCf Monin Siroop Chocolade 700ml|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||8.16|1|372233||||||||||||||||||||||||
HandheldProductDetail|0|33.31|0|FALSE|0|0|1x1xEACH||C00000000009902|SCb&SCf Milkshake Rietje 1000st|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||0.03331|1000|372230||||||||||||||||||||||||
HandheldProductDetail|0|7.73|0|FALSE|0|0|1x1xEACH||C00000000009903|SCb Monin Siroop Banaan 700ml|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||7.73|1|372232||||||||||||||||||||||||
HandheldProductDetail|0|6.75|0|FALSE|0|0|1x1xEACH||C00000000009904|D2Gb&DbS&SCb GN Bak RVS 1/3 10cm 4L|0|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||6.75|1|372189||||||||||||||||||||||||
HandheldProductDetail|0|14.1|0|FALSE|0|0|12x1xEACH||C00000000009905|Coca-Cola Cherry Zero 500ml|2.6|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.175|12|5.00E+12||||||||||||||||||||||||
HandheldProductDetail|0|16.49|8|FALSE|0|0|24x1xEACH||C00000000009907|Fanta Orange 33cl Sleek Can|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.687083|24|5.45E+12||||||||||||||||||||||||
HandheldProductDetail|0|16.76|5|FALSE|0|0|24x1xEACH||C00000000009908|Coca-Cola Cherry 33cl Sleek Can|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.698333|24|5.45E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.41|0|FALSE|0|0|12x1xEACH||C00000000009909|Fanta Orange Zero Sugar 500ml|2.65|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.200833|12|5.00E+12||||||||||||||||||||||||
HandheldProductDetail|0|17.43|46|FALSE|0|0|24x1xEACH||C00000000009910|Coca-Cola 33cl Sleek Can|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.72625|24|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|17.43|51|FALSE|0|0|24x1xEACH||C00000000009911|Coca-Cola Zero 33cl Sleek Can|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.72625|24|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|17|0|FALSE|0|0|24x1xEACH||C00000000009912|Coca-Cola Zero Vanilla 33cl Sleek Can|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.708333|24|5.45E+12||||||||||||||||||||||||
HandheldProductDetail|0|13.32|0|FALSE|0|0|6x1xEACH||C00000000009913|Fuze Tea Green 1.25L PET|4.29|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||2.22|6|5.00E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.35|13|FALSE|0|0|12x1xEACH||C00000000009914|Rockstar Original No Sugar 25cl|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.389583|24|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|8.28|5|FALSE|0|0|6x1xEACH||C00000000009915|Coolbest Aardbei 330ml|2.65|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.38|6|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.56|39|FALSE|0|0|12x1xEACH||C00000000009916|Bar Le Duc Koolzuurvrij Pak 05l|2.05|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.38|12|87351873||||||||||||||||||||||||
HandheldProductDetail|0|9.35|38|FALSE|0|0|12x1xEACH||C00000000009917|Rockstar Tropical Guava No Sugar 25cl|2.1|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.389583|24|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|16.93|0|FALSE|0|0|40x1xEACH||C00000000009918|Capri Sun Orange 200ml Pouch|1.6|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.42325|40|4.00E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.06|9|FALSE|0|0|6x1xEACH||C00000000009919|Coolbest Sinaasappel 330ml|2.65|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.51|6|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.06|8|FALSE|0|0|6x1xEACH||C00000000009922|Coolbest Mango 330ml|2.65|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.51|6|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|14.77|0|FALSE|0|0|12x1xEACH||C00000000009923|Fristi Rode Vruchten 0.0% 30cl|2.49|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||1.230833|12|8.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|9.35|23|FALSE|0|0|12x1xEACH||C00000000009924|Rockstar Original 25cl|2.1|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.389583|24|8.72E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.58|0|FALSE|0|0|6x1xEACH||C00000000009926|Spa Fruit Sparkling Lemon Cactus 40cl|2.29|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.763333|6|5.41E+12||||||||||||||||||||||||
HandheldProductDetail|0|4.58|0|FALSE|0|0|6x1xEACH||C00000000009928|Spa Fruit Sparkling Orange 04L|2.15|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.763333|6|5.41E+12||||||||||||||||||||||||
HandheldProductDetail|0|15.2|0|FALSE|0|0|10x1xEACH||C00000000009929|Starbucks Hazelnut Macchiato 22cl|2.69|0|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||||1.52|10|5.71E+12||||||||||||||||||||||||
HandheldProductDetail|0|15.4|0|FALSE|0|0|10x1xEACH||C00000000009930|Starbucks Skinny Latte 22cl|2.69|0|C000000006|HandheldSupplierID|C000000006|HandheldSupplierID|C000000006|||||||||||||||||||||||||||||1.54|10|5.76E+12||||||||||||||||||||||||
