ShiftRepNr_TillNo_1,StoreID,DayRepNr,ShiftRepNr_TillNo_2,T1TillID,T2TillID,T1OptrID,T2OptrID,T1POS,T2POS
743,5053,635,743,11,12,1253,1754,1,2
743,5054,635,743,11,12,1254,1755,1,2
724,5055,616,724,11,12,1255,1756,1,2
543,5056,635,743,11,12,1256,1757,1,2
563,5057,655,763,11,12,1257,1758,1,2
543,5058,635,743,11,12,1258,1759,1,2
543,5059,635,743,11,12,1259,1760,1,2
564,5060,656,764,11,12,1260,1761,1,2
565,5061,657,765,11,12,1261,1762,1,2
566,5062,658,766,11,12,1262,1763,1,2
567,5063,659,767,11,12,1263,1764,1,2
543,5064,635,743,11,12,1264,1765,1,2
568,5065,660,768,11,12,1265,1766,1,2
569,5066,661,769,11,12,1266,1767,1,2
543,5067,635,743,11,12,1267,1768,1,2
570,5068,662,770,11,12,1268,1769,1,2
543,5069,635,743,11,12,1269,1770,1,2
571,5070,663,771,11,12,1270,1771,1,2
543,5071,635,743,11,12,1271,1772,1,2
572,5072,664,772,11,12,1272,1773,1,2
543,5073,635,743,11,12,1273,1774,1,2
573,5074,665,773,11,12,1274,1775,1,2
543,5075,635,743,11,12,1275,1776,1,2
736,5076,628,736,11,12,1276,1777,1,2
574,5077,666,774,11,12,1277,1778,1,2
575,5078,667,775,11,12,1278,1779,1,2
576,5079,668,776,11,12,1279,1780,1,2
743,5080,635,743,11,12,1280,1781,1,2
543,5081,635,743,11,12,1281,1782,1,2
543,5082,635,743,11,12,1282,1783,1,2
577,5083,669,777,11,12,1283,1784,1,2
543,5084,635,743,11,12,1284,1785,1,2
578,5085,670,778,11,12,1285,1786,1,2
543,5086,635,743,11,12,1286,1787,1,2
543,5087,635,743,11,12,1287,1788,1,2
543,5088,635,743,11,12,1288,1789,1,2
543,5089,635,743,11,12,1289,1790,1,2
743,5090,635,743,11,12,1290,1791,1,2
543,5091,635,743,11,12,1291,1792,1,2
743,5092,635,743,11,12,1292,1793,1,2
579,5093,671,779,11,12,1293,1794,1,2
544,5094,636,744,11,12,1294,1795,1,2
544,5095,636,744,11,12,1295,1796,1,2
544,5096,636,744,11,12,1296,1797,1,2
744,5097,636,744,11,12,1297,1798,1,2
744,5098,636,744,11,12,1298,1799,1,2
544,5099,636,744,11,12,1299,1800,1,2
544,5100,636,744,11,12,1300,1801,1,2
544,5101,636,744,11,12,1301,1802,1,2
581,5102,673,781,11,12,1302,1803,1,2
582,5103,674,782,11,12,1303,1804,1,2
544,5104,636,744,11,12,1304,1805,1,2
549,5105,641,749,11,12,1305,1806,1,2
544,5106,636,744,11,12,1306,1807,1,2
583,5107,675,783,11,12,1307,1808,1,2
544,5108,636,744,11,12,1308,1809,1,2
584,5109,676,784,11,12,1309,1810,1,2
544,5110,636,744,11,12,1310,1811,1,2
544,5111,636,744,11,12,1311,1812,1,2
744,5112,636,744,11,12,1312,1813,1,2
544,5113,636,744,11,12,1313,1814,1,2
585,5114,677,785,11,12,1314,1815,1,2
586,5115,678,786,11,12,1315,1816,1,2
544,5116,636,744,11,12,1316,1817,1,2
544,5117,636,744,11,12,1317,1818,1,2
744,5118,636,744,11,12,1318,1819,1,2
544,5119,636,744,11,12,1319,1820,1,2
544,5120,636,744,11,12,1320,1821,1,2
545,5121,637,745,11,12,1321,1822,1,2
587,5122,679,787,11,12,1322,1823,1,2
736,5123,629,226,11,12,1323,1824,1,2
588,5124,680,788,11,12,1324,1825,1,2
544,5125,636,744,11,12,1325,1826,1,2
544,5126,636,744,11,12,1326,1827,1,2
544,5127,636,744,11,12,1327,1828,1,2
544,5128,636,744,11,12,1328,1829,1,2
725,5129,617,725,11,12,1329,1830,1,2
544,5130,636,744,11,12,1330,1831,1,2
544,5131,636,744,11,12,1331,1832,1,2
545,5132,637,745,11,12,1332,1833,1,2
544,5133,636,744,11,12,1333,1834,1,2
544,5134,636,744,11,12,1334,1835,1,2
544,5135,636,744,11,12,1335,1836,1,2
589,5136,681,789,11,12,1336,1837,1,2
590,5137,682,790,11,12,1337,1838,1,2
591,5138,683,791,11,12,1338,1839,1,2
544,5139,636,744,11,12,1339,1840,1,2
525,5140,617,226,11,12,1340,1841,1,2
592,5141,684,792,11,12,1341,1842,1,2
544,5142,636,744,11,12,1342,1843,1,2
544,5143,636,744,11,12,1343,1844,1,2
544,5144,636,744,11,12,1344,1845,1,2
544,5145,636,744,11,12,1345,1846,1,2
544,5146,636,744,11,12,1346,1847,1,2
544,5147,636,744,11,12,1347,1848,1,2
593,5148,685,793,11,12,1348,1849,1,2
544,5149,636,744,11,12,1349,1850,1,2
544,5150,636,744,11,12,1350,1851,1,2
544,5151,636,744,11,12,1351,1852,1,2
544,5152,636,744,11,12,1352,1853,1,2
544,5153,636,744,11,12,1353,1854,1,2
744,5154,636,744,11,12,1354,1855,1,2
544,5155,636,744,11,12,1355,1856,1,2
594,5156,686,794,11,12,1356,1857,1,2
595,5157,687,795,11,12,1357,1858,1,2
596,5158,688,796,11,12,1358,1859,1,2
544,5159,636,744,11,12,1359,1860,1,2
544,5160,636,744,11,12,1360,1861,1,2
725,5161,617,725,11,12,1361,1862,1,2
544,5162,636,744,11,12,1362,1863,1,2
544,5163,636,744,11,12,1363,1864,1,2
544,5164,636,744,11,12,1364,1865,1,2
544,5165,636,744,11,12,1365,1866,1,2
597,5166,689,797,11,12,1366,1867,1,2
598,5167,690,798,11,12,1367,1868,1,2
599,5168,691,799,11,12,1368,1869,1,2
600,5169,692,800,11,12,1369,1870,1,2
536,5170,628,724,11,12,1370,1871,1,2
725,5171,617,725,11,12,1371,1872,1,2
601,5172,693,801,11,12,1372,1873,1,2
544,5173,636,744,11,12,1373,1874,1,2
744,5174,636,744,11,12,1374,1875,1,2
602,5175,694,802,11,12,1375,1876,1,2
544,5176,636,744,11,12,1376,1877,1,2
544,5177,636,744,11,12,1377,1878,1,2
725,5178,617,725,11,12,1378,1879,1,2
603,5179,695,803,11,12,1379,1880,1,2
544,5180,636,744,11,12,1380,1881,1,2
544,5181,636,744,11,12,1381,1882,1,2
544,5182,636,744,11,12,1382,1883,1,2
544,5183,636,744,11,12,1383,1884,1,2
604,5184,696,804,11,12,1384,1885,1,2
545,5185,637,745,11,12,1385,1886,1,2
605,5186,697,805,11,12,1386,1887,1,2
544,5187,636,744,11,12,1387,1888,1,2
544,5188,636,744,11,12,1388,1889,1,2
542,5189,634,742,11,12,1389,1890,1,2
542,5190,634,742,11,12,1390,1891,1,2
542,5191,634,742,11,12,1391,1892,1,2
542,5192,634,742,11,12,1392,1893,1,2
742,5193,634,742,11,12,1393,1894,1,2
605,5194,697,805,11,12,1394,1895,1,2
606,5195,698,806,11,12,1395,1896,1,2
542,5196,634,742,11,12,1396,1897,1,2
742,5197,634,742,11,12,1397,1898,1,2
542,5198,634,742,11,12,1398,1899,1,2
742,5199,634,742,11,12,1399,1900,1,2
542,5200,634,742,11,12,1400,1901,1,2
542,5201,634,742,11,12,1401,1902,1,2
542,5202,634,742,11,12,1402,1903,1,2
542,5203,634,742,11,12,1403,1904,1,2
542,5204,634,742,11,12,1404,1905,1,2
542,5205,634,742,11,12,1405,1906,1,2
542,5206,634,742,11,12,1406,1907,1,2
542,5207,634,742,11,12,1407,1908,1,2
607,5208,699,807,11,12,1408,1909,1,2
542,5209,634,742,11,12,1409,1910,1,2
542,5210,634,742,11,12,1410,1911,1,2
608,5211,700,808,11,12,1411,1912,1,2
523,5212,615,224,11,12,1412,1913,1,2
542,5213,634,742,11,12,1413,1914,1,2
742,5214,634,742,11,12,1414,1915,1,2
542,5215,634,742,11,12,1415,1916,1,2
542,5216,634,742,11,12,1416,1917,1,2
742,5217,634,742,11,12,1417,1918,1,2
523,5218,615,723,11,12,1418,1919,1,2
542,5219,634,742,11,12,1419,1920,1,2
723,5220,615,723,11,12,1420,1921,1,2
523,5221,615,723,11,12,1421,1922,1,2
542,5222,634,742,11,12,1422,1923,1,2
542,5223,634,742,11,12,1423,1924,1,2
546,5224,638,746,11,12,1424,1925,1,2
609,5225,701,809,11,12,1425,1926,1,2
542,5226,634,742,11,12,1426,1927,1,2
742,5227,634,742,11,12,1427,1928,1,2
542,5228,634,742,11,12,1428,1929,1,2
542,5229,634,742,11,12,1429,1930,1,2
542,5230,634,742,11,12,1430,1931,1,2
542,5231,634,742,11,12,1431,1932,1,2
523,5232,615,723,11,12,1432,1933,1,2
542,5233,634,742,11,12,1433,1934,1,2
610,5234,702,810,11,12,1434,1935,1,2
542,5235,634,742,11,12,1435,1936,1,2
542,5236,634,742,11,12,1436,1937,1,2
611,5237,703,811,11,12,1437,1938,1,2
542,5238,634,742,11,12,1438,1939,1,2
612,5239,704,812,11,12,1439,1940,1,2
723,5240,615,723,11,12,1440,1941,1,2
542,5241,634,742,11,12,1441,1942,1,2
542,5242,634,742,11,12,1442,1943,1,2
613,5243,705,813,11,12,1443,1944,1,2
723,5244,615,723,11,12,1444,1945,1,2
723,5245,615,723,11,12,1445,1946,1,2
723,5246,615,723,11,12,1446,1947,1,2
523,5247,615,723,11,12,1447,1948,1,2
614,5248,706,814,11,12,1448,1949,1,2
615,5249,707,815,11,12,1449,1950,1,2
542,5250,634,742,11,12,1450,1951,1,2
723,5251,615,723,11,12,1451,1952,1,2
616,5252,708,816,11,12,1452,1953,1,2
742,5253,634,742,11,12,1453,1954,1,2
617,5254,709,817,11,12,1454,1955,1,2
542,5255,634,742,11,12,1455,1956,1,2
542,5256,634,742,11,12,1456,1957,1,2
723,5257,615,723,11,12,1457,1958,1,2
543,5258,635,743,11,12,1458,1959,1,2
723,5259,615,723,11,12,1459,1960,1,2
542,5260,634,742,11,12,1460,1961,1,2
542,5261,634,742,11,12,1461,1962,1,2
542,5262,634,742,11,12,1462,1963,1,2
618,5263,710,818,11,12,1463,1964,1,2
542,5264,634,742,11,12,1464,1965,1,2
723,5265,615,723,11,12,1465,1966,1,2
542,5266,634,742,11,12,1466,1967,1,2
542,5267,634,742,11,12,1467,1968,1,2
523,5268,615,723,11,12,1468,1969,1,2
542,5269,634,742,11,12,1469,1970,1,2
542,5270,634,742,11,12,1470,1971,1,2
542,5271,634,742,11,12,1471,1972,1,2
542,5272,634,742,11,12,1472,1973,1,2
523,5273,615,723,11,12,1473,1974,1,2
619,5274,711,819,11,12,1474,1975,1,2
620,5275,712,820,11,12,1475,1976,1,2
523,5276,615,224,11,12,1476,1977,1,2
536,5277,628,736,11,12,1477,1978,1,2
542,5278,634,742,11,12,1478,1979,1,2
523,5279,615,224,11,12,1479,1980,1,2
542,5280,634,742,11,12,1480,1981,1,2
621,5281,713,821,11,12,1481,1982,1,2
523,5282,615,224,11,12,1482,1983,1,2
542,5283,634,742,11,12,1483,1984,1,2
543,5284,635,743,11,12,1484,1985,1,2
543,5285,635,743,11,12,1485,1986,1,2
543,5286,635,743,11,12,1486,1987,1,2
543,5287,635,743,11,12,1487,1988,1,2
524,5288,616,724,11,12,1488,1989,1,2
743,5289,635,743,11,12,1489,1990,1,2
543,5290,635,743,11,12,1490,1991,1,2
622,5291,714,822,11,12,1491,1992,1,2
524,5292,616,225,11,12,1492,1993,1,2
543,5293,635,743,11,12,1493,1994,1,2
543,5294,635,743,11,12,1494,1995,1,2
543,5295,635,743,11,12,1495,1996,1,2
543,5296,635,743,11,12,1496,1997,1,2
543,5297,635,743,11,12,1497,1998,1,2
543,5299,635,743,11,12,1498,1999,1,2
542,5300,634,742,11,12,1499,2000,1,2
522,5301,614,223,11,12,1500,2001,1,2
522,5302,614,722,11,12,1501,2002,1,2
540,5303,632,740,11,12,1502,2003,1,2
540,5305,632,740,11,12,1503,2004,1,2
540,5306,632,740,11,12,1504,2005,1,2
540,5307,632,740,11,12,1505,2006,1,2
740,5308,632,740,11,12,1506,2007,1,2
541,5310,633,741,11,12,1507,2008,1,2
522,5312,614,722,11,12,1508,2009,1,2
540,5313,632,740,11,12,1509,2010,1,2
540,5314,632,740,11,12,1510,2011,1,2
522,5315,614,722,11,12,1511,2012,1,2
740,5316,632,740,11,12,1512,2013,1,2
540,5318,632,740,11,12,1513,2014,1,2
540,5319,632,740,11,12,1514,2015,1,2
540,5320,632,740,11,12,1515,2016,1,2
540,5321,632,740,11,12,1516,2017,1,2
540,5322,632,740,11,12,1517,2018,1,2
540,5323,632,740,11,12,1518,2019,1,2
540,5324,632,740,11,12,1519,2020,1,2
540,5325,632,740,11,12,1520,2021,1,2
540,5326,632,740,11,12,1521,2022,1,2
522,5327,614,722,11,12,1522,2023,1,2
522,5329,614,722,11,12,1523,2024,1,2
522,5330,614,722,11,12,1524,2025,1,2
522,5331,614,722,11,12,1525,2026,1,2
540,5332,632,740,11,12,1526,2027,1,2
522,5333,614,223,11,12,1527,2028,1,2
540,5334,632,740,11,12,1528,2029,1,2
522,5335,614,722,11,12,1529,2030,1,2
540,5336,632,740,11,12,1530,2031,1,2
540,5337,632,740,11,12,1531,2032,1,2
540,5338,632,740,11,12,1532,2033,1,2
740,5339,632,740,11,12,1533,2034,1,2
540,5340,632,740,11,12,1534,2035,1,2
740,5341,632,740,11,12,1535,2036,1,2
522,5342,614,722,11,12,1536,2037,1,2
522,5343,614,722,11,12,1537,2038,1,2
522,5344,614,722,11,12,1538,2039,1,2
540,5345,632,740,11,12,1539,2040,1,2
540,5346,632,740,11,12,1540,2041,1,2
740,5347,632,740,11,12,1541,2042,1,2
540,5348,632,740,11,12,1542,2043,1,2
540,5349,632,740,11,12,1543,2044,1,2
522,5350,614,722,11,12,1544,2045,1,2
540,5351,632,740,11,12,1545,2046,1,2
540,5352,632,740,11,12,1546,2047,1,2
722,5353,614,722,11,12,1547,2048,1,2
522,5354,614,722,11,12,1548,2049,1,2
522,5355,614,722,11,12,1549,2050,1,2
540,5356,632,740,11,12,1550,2051,1,2
540,5357,632,740,11,12,1551,2052,1,2
540,5358,632,740,11,12,1552,2053,1,2
540,5359,632,740,11,12,1553,2054,1,2
522,5361,614,722,11,12,1554,2055,1,2
540,5363,632,740,11,12,1555,2056,1,2
540,5364,632,740,11,12,1556,2057,1,2
540,5365,632,740,11,12,1557,2058,1,2
540,5366,632,740,11,12,1558,2059,1,2
540,5367,632,740,11,12,1559,2060,1,2
540,5368,632,740,11,12,1560,2061,1,2
522,5369,614,223,11,12,1561,2062,1,2
540,5370,632,740,11,12,1562,2063,1,2
540,5371,632,740,11,12,1563,2064,1,2
540,5372,632,740,11,12,1564,2065,1,2
522,5373,614,722,11,12,1565,2066,1,2
540,5374,632,740,11,12,1566,2067,1,2
740,5375,632,740,11,12,1567,2068,1,2
540,5377,632,740,11,12,1568,2069,1,2
540,5378,632,740,11,12,1569,2070,1,2
540,5474,632,740,11,12,1570,2071,1,2
522,5475,614,722,11,12,1571,2072,1,2
522,5476,614,223,11,12,1572,2073,1,2
540,5477,632,740,11,12,1573,2074,1,2
540,5478,632,740,11,12,1574,2075,1,2
722,5481,614,722,11,12,1575,2076,1,2
522,5482,614,223,11,12,1576,2077,1,2
540,5483,632,740,11,12,1577,2078,1,2
522,5484,614,722,11,12,1578,2079,1,2
540,5485,632,740,11,12,1579,2080,1,2
522,5486,614,223,11,12,1580,2081,1,2
540,5487,632,740,11,12,1581,2082,1,2
522,5488,614,722,11,12,1582,2083,1,2
522,5489,614,223,11,12,1583,2084,1,2
540,5491,632,740,11,12,1584,2085,1,2
522,5492,614,223,11,12,1585,2086,1,2
540,5493,632,740,11,12,1586,2087,1,2
522,5494,614,722,11,12,1587,2088,1,2
540,5495,632,740,11,12,1588,2089,1,2
522,5496,614,223,11,12,1589,2090,1,2
522,5497,614,722,11,12,1590,2091,1,2
722,5498,614,722,11,12,1591,2092,1,2
540,5499,632,740,11,12,1592,2093,1,2
522,5500,614,722,11,12,1593,2094,1,2
