productType|productAvgSales|productCaseCost|productCurrentStock|productNoOfOrders|productOnOrder|productOnOrderCases|productOrderPackSize|productPackSize|productProductId|productProductName|productSellingPrice|productShelfLifeDays|productSupplierId|supplierListId1|supplierListType1|supplierListId2|supplierListType2|supplierListId3|supplierListType3|supplierListId4|supplierListType4|supplierListId5|supplierListType5|supplierListId6|supplierListType6|supplierListId7|supplierListType7|supplierListId8|supplierListType8|supplierListId9|supplierListType9|supplierListId10|supplierListType10|supplierListId11|supplierListType11|supplierListId12|supplierListType12|supplierListId13|supplierListType13|supplierListId14|supplierListType14|supplierListId15|supplierListType15|supplierListId16|supplierListType16|productUnitCost|productUnitIncase|barCode
HandheldProductDetail|0|1.73|0|false|0|0|1x1xEACH||C0000020816|TAKE A BREAK £2.3 X1|2.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||1.73|1|9770958983779
HandheldProductDetail|0|0.98|0|false|0|0|1x1xEACH||C0000020817|THE MORNING STAR NAT FRIDAY  £1.3 X1|1.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.98|1|9770307175459
HandheldProductDetail|0|0.98|0|false|0|0|1x1xEACH||C0000020818|THE MORNING STAR NAT MONDAY  £1.3 X1|1.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.98|1|9770307175411
HandheldProductDetail|0|1.28|0|false|0|0|1x1xEACH||C0000020819|THE MORNING STAR NAT SATURDAY  £1.7 X1|1.7|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||1.28|1|9770307175565
HandheldProductDetail|0|0.98|0|false|0|0|1x1xEACH||C0000020820|THE MORNING STAR NAT THURSDAY  £1.3 X1|1.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.98|1|0977030717544
HandheldProductDetail|0|0.98|0|false|0|0|1x1xEACH||C0000020821|THE MORNING STAR NAT TUESDAY  £1.3 X1|1.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.98|1|9770307175428
HandheldProductDetail|0|0.98|0|false|0|0|1x1xEACH||C0000020822|THE MORNING STAR NAT WEDNESDAY £1.3 X1|1.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.98|1|9770307175435
HandheldProductDetail|0|3.3|0|false|0|0|1x1xEACH||C0000020823|TRACTOR FARMING HERITAGE £4.4 X1|4.4|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||3.3|1|9772050099068
HandheldProductDetail|0|3.23|0|false|0|0|1x1xEACH||C0000020824|TRACTOR MACHINERY £4.3 X1|4.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||3.23|1|9771357310258
HandheldProductDetail|0|3.45|0|false|0|0|1x1xEACH||C0000020825|TRUCK AND DRIVER £4.6 X1|4.6|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||3.45|1|9770966353304
HandheldProductDetail|0|1.13|0|false|0|0|1x1xEACH||C0000020826|TV CHOICE ENGLAND £1.5 X1|1.5|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||1.13|1|977204473372552
HandheldProductDetail|0|14.85|0|false|0|0|4x1xEACH||C0000020846|CO OP IRRESIS CHCKN TIKKA MASALA 380G|4.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||3.7125|4|94351
HandheldProductDetail|0|13.66|0|false|0|0|4x1xEACH||C0000020849|CO OP IRRESISTBLE LASAGNE AL FORNO 400G|4.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||3.415|4|94352
HandheldProductDetail|0|14.16|0|false|0|0|4x1xEACH||C0000020852|CO OP IRRESISTIBLE COTTAGE PIE 400G|4.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||3.54|4|94354
HandheldProductDetail|0|14.84|0|false|0|0|4x1xEACH||C0000020853|CO OP IRRESISTIBLE FISH PIE 400G|4.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||3.71|4|94356
HandheldProductDetail|0|13.27|0|false|0|0|4x1xEACH||C0000020854|CO OP IRRESISTIBLE MACARONI CH|4.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||3.3175|4|94350
HandheldProductDetail|0|14.32|0|false|0|0|4x1xEACH||C0000020856|CO OP IRRESISTIBLE PAELLA 400G|4.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||3.58|4|94355
HandheldProductDetail|0|26.25|0|false|0|0|5x1xEACH||C0000020857|CO OP NOVELTY BOUQUET PS  PM £8.00|8|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||5.25|5|94027
HandheldProductDetail|0|11.77|0|false|0|0|4x1xEACH||C0000020860|CO OP SPAGHETTI & MEATBALLS 400G|4.05|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||2.9425|4|94353
HandheldProductDetail|0|35.0|0|false|0|0|15x1xEACH||C0000020865|CO OP VALENTINE LUXURY ROSE 1S|3.5|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||2.333333|15|94026
HandheldProductDetail|0|15.73|0|false|0|0|10x1xEACH||C0000021053|YEO VALLEY ORG WHOLE MLK 1LTR|2.2|0|C000000010|HandheldSupplierID|C000000010|||||||||||||||||||||||||||||||1.573|10|5000246728596
HandheldProductDetail|0|15.73|0|false|0|0|10x1xEACH||C0000021183|YEO VLLY ORG SEMI SKM MLK 1LTR|2.2|0|C000000010|HandheldSupplierID|C000000010|||||||||||||||||||||||||||||||1.573|10|5000246728589
HandheldProductDetail|0|171.0|0|false|0|0|180x1xEACH||C0000021199|SUPER 7S X1|1|0|C000000015|HandheldSupplierID|C000000015|||||||||||||||||||||||||||||||0.95|180|5031390117011
HandheldProductDetail|0|83.1|42|true|0|0|12x1xEACH||C0000021200|BUTLERS HEART MOTIF TRUFFLE BOX 200G|13.8|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||6.925|12|5099466151338
HandheldProductDetail|0|38.48|34|true|0|0|8x1xEACH||C0000021205|LINDOR HEART MILK 200G|8.05|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||4.81|8|8003340805337
HandheldProductDetail|0|21.96|30|true|0|0|6x1xEACH||C0000021208|MONTYB BOUQUET GIFT BOX 110G|6.35|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||3.66|6|5060413268270
HandheldProductDetail|0|28.61|29|true|0|0|6x1xEACH||C0000021212|WR CARAMEL RIBBON EGG 178G|8|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||4.768333|6|5000169636817
HandheldProductDetail|0|30.58|23|true|0|0|8x1xEACH||C0000021214|WR HIP HOP HARRI HOLLOW 105G|6.9|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||3.8225|8|5000169636831
HandheldProductDetail|0|5.99|0|false|0|0|1x1xEACH||C0000021426|THE ECONOMIST  £7.99 X1|7.99|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||5.99|1|9770013061251
HandheldProductDetail|0|1.95|0|false|0|0|1x1xEACH||C0000021427|FIRST NEWS £2.6 X1|2.6|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||1.95|1|9771751112090
HandheldProductDetail|0|0.59|0|false|0|0|1x1xEACH||C0000021432|WHATS ON TV ENGLAND £0.79 X1|0.79|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.59|1|9772059005077
HandheldProductDetail|0|1.28|0|false|0|0|1x1xEACH||C0000021490|DAILY STAR ON SUNDAY SCO SUNDA|1.6|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||1.28|1|9771478556771
HandheldProductDetail|0|1.05|0|false|0|0|1x1xEACH||C0000021642|DAILY STAR NAT SATURDAY £1.3 X1|1.3|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||1.05|1|9770957623362
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021643|DAILY STAR SCO MONDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9771358588816
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021644|DAILY STAR SCO TUESDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9771358588823
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021645|DAILY STAR SCO WEDNESDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9771358588830
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021646|DAILY STAR SCO THURSDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9771358588847
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021647|DAILY STAR NAT MONDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9770957623119
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021648|DAILY STAR NAT TUESDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9770957623126
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021650|DAILY STAR NAT THURSDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9770957623140
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021651|DAILY STAR NAT FRIDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|9770957623157
HandheldProductDetail|0|0.65|0|false|0|0|1x1xEACH||C0000021652|DAILY STAR SCO FRIDAY £0.8 X1|0.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.65|1|0977138588854
HandheldProductDetail|0|2.16|0|false|0|0|1x1xEACH||C0000021654|DAILY MIRROR ENG SUNDAY  £2.2 X1|2.2|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||2.16|1|9770956807275
HandheldProductDetail|0|0.96|0|false|0|0|1x1xEACH||C0000021655|RECORD ENG THURSDAY £1.2 X1|1.2|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.96|1|9770956806544
HandheldProductDetail|0|3.6|0|false|0|0|1x1xEACH||C0000021656|CLASSICS MONTHLY  £4.8 X1|4.8|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||3.6|1|9771748071164
HandheldProductDetail|0|3.0|0|false|0|0|1x1xEACH||C0000021679|RADIO TMS ENGLAND £4 X1|4|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||3.0|1|977275597401102
HandheldProductDetail|0|0.56|0|false|0|0|1x1xEACH||C0000021680|TV CHOICE ENGLAND £0.75 X1|0.75|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||0.56|1|9772044733107
HandheldProductDetail|0|3.67|11|false|289|289|1x1xEACH||C0000021732|WR PIEMINIS FR FREE RANGER PIE 270G|5.45|0|C000000024|HandheldSupplierID|C000000024|||||||||||||||||||||||||||||||3.67|1|5060095861554
HandheldProductDetail|0|3.64|6|false|290|290|1x1xEACH||C0000021734|WR PIEMINIS MOO PIE 270G|5.45|0|C000000024|HandheldSupplierID|C000000024|||||||||||||||||||||||||||||||3.64|1|5060095860304
HandheldProductDetail|0|18.98|0|false|0|0|6x1xEACH||C0000021799|CADBURY CRUNCHIE LARGE EGG 190G|6.9|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||3.163333|6|7622201681487
HandheldProductDetail|0|5.18|0|false|0|0|6x1xEACH||C0000021877|CO OP CREAM OF CHICKEN SOUP 400G|1.1|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.863333|6|94924
HandheldProductDetail|0|10.35|0|false|0|0|12x1xEACH||C0000021899|CO OP GRAVY GRANULES MEAT 170G|1.15|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.8625|12|94932
HandheldProductDetail|0|12.97|0|false|0|0|8x1xEACH||C0000021902|CO OP REAL MAYONNAISE SQUEEZY 550ML|1.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.62125|8|94946
HandheldProductDetail|0|12.42|0|false|0|0|12x1xEACH||C0000021903|CO OP TOMATO KETCHUP 550G|1.35|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.035|12|94954
HandheldProductDetail|0|11.87|0|false|0|0|8x1xEACH||C0000021910|CO OP BROWN SAUCE 495G|1.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.48375|8|94919
HandheldProductDetail|0|14.3|-3|false|8|1|8x1xEACH||C0000021965|MARYLAND B&C/M&D CHOC COOKIES 180G|2.7|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.7875|8|0072417197024
HandheldProductDetail|0|8.51|0|false|0|0|8x1xEACH||C0000021970|CO OP MULTI SURFACE CLEANER LEMON 1L|1.7|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.06375|8|94506
HandheldProductDetail|0|30.13|13|false|0|0|9x1xEACH||C0000021974|CELEBRATIONS 300G|6.75|0|C000000009|HandheldSupplierID|C000000009|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||3.013|10|94386
HandheldProductDetail|0|1.26|0|false|0|0|1x1xEACH||C0000021978|CO OP IRRES BLBRRY HOT X BUNS 4PK|1.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||1.26|1|5000129333794
HandheldProductDetail|0|1.26|0|false|0|0|1x1xEACH||C0000021979|CO OP IRRES CHOC ORANGE HOT X BUNS 4PK|1.95|0|C000000313|HandheldSupplierID|C000000313|||||||||||||||||||||||||||||||1.26|1|5000129334005
HandheldProductDetail|0|9.94|0|false|0|0|8x1xEACH||C0000022145|CO OP BBQ SAUCE 300G|1.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.2425|8|94917
HandheldProductDetail|0|3.93|0|false|0|0|6x1xEACH||C0000022146|CO OP BAKED BEANS IN TOMATO SAUCE 400G|0.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.655|6|94915
HandheldProductDetail|0|6.21|0|false|0|0|6x1xEACH||C0000022153|CO OP BAKED BNS&SAUS IN TOM SAUCE 400G|1.35|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.035|6|94916
HandheldProductDetail|0|3.31|0|false|0|0|6x1xEACH||C0000022158|CO OP SPAGHETTI RINGS IN TOM SAUCE 385G|0.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.551666|6|94949
HandheldProductDetail|0|15.74|0|false|0|0|24x1xEACH||C0000022169|CO OP PEELED PLUM TOM IN TOM JUICE 400G|0.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.655833|24|94943
HandheldProductDetail|0|9.11|0|false|0|0|12x1xEACH||C0000022170|CO OP NATURALLY SWT SWTCRN IN WTER 325G|0.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.759166|12|94941
HandheldProductDetail|0|3.93|0|false|0|0|6x1xEACH||C0000022175|CO OP MUSHY PROCESSED PEAS 300G|0.95|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||0.655|6|94940
HandheldProductDetail|0|24.12|36|false|36|1|36x1xEACH||C0000022176|MCCOYS EPIC EATS NACHO CHEESE 45G|1.25|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||0.67|36|5000237202890
HandheldProductDetail|0|5.25|0|false|0|0|1x1xEACH||C0000022414|ROLSON MINI BICYCLE PUMP X1|9|0|C000000027|HandheldSupplierID|C000000027|||||||||||||||||||||||||||||||5.25|1|5029594429689
HandheldProductDetail|0|3.45|0|false|0|0|1x1xEACH||C0000022419|DEKTON HEAVY DUTY PRO GRADE GLOVE (M)X1|6|0|C000000027|HandheldSupplierID|C000000027|||||||||||||||||||||||||||||||3.45|1|5055441407579
HandheldProductDetail|0|3.45|0|false|0|0|1x1xEACH||C0000022426|DEKTON HEAVY DUTY PRO GRADE GLOVE (L)X1|6|0|C000000027|HandheldSupplierID|C000000027|HandheldSupplierID|C000000027|||||||||||||||||||||||||||||3.45|1|5055441407586
HandheldProductDetail|0|3.78|0|false|0|0|1x1xEACH||C0000022437|DELIST P1 SPARE CAR BULB SET X1|6.6|0|C000000027|HandheldSupplierID|C000000027|||||||||||||||||||||||||||||||3.78|1|5025398114677
HandheldProductDetail|0|19.22|0|false|0|0|12x1xEACH||C0000022454|SMIRNOFF & CRAN 250ML|2.85|0|C000000312|HandheldSupplierID|C000000312|||||||||||||||||||||||||||||||1.601666|12|5410316945318
HandheldProductDetail|0|12.02|0|false|0|0|12x1xEACH||C0000022516|JACKS GARLIC BAGUETTES PM139 2|1.39|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.001666|12|5059944008691
HandheldProductDetail|0|1.15|0|false|0|0|1x1xEACH||C0000022517|WALLS SCOTCH EGG X1|2.09|0|C000000123|HandheldSupplierID|C000000123|||||||||||||||||||||||||||||||1.15|1|94175
HandheldProductDetail|0|16.65|53|false|0|0|10x1xEACH||C0000022658|MANOMASA TOMATILLO SALSA 140G|2.65|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.665|10|5017764003418
HandheldProductDetail|0|20.04|23|false|12|1|12x1xEACH||C0000022679|MANOMASA GREEN LEMON & PINK PEPPER 140G|2.65|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.67|12|5017764003258
HandheldProductDetail|0|20.11|19|false|12|1|12x1xEACH||C0000022703|MANOMASA SERRANO CHILLI & Y HONEY 140G|2.65|0|C000000009|HandheldSupplierID|C000000009|||||||||||||||||||||||||||||||1.675833|12|5017764003319
HandheldProductDetail|0|1.42|0|false|0|0|1x1xEACH||C0000022708|CHRISTMAS  SINGLE CARD  CODE G X1|3.15|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.42|1|94808
HandheldProductDetail|0|1.16|0|false|0|0|1x1xEACH||C0000022709|CHRISTMAS  SINGLE CARD  CODE L X1|2.65|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.16|1|94807
HandheldProductDetail|0|1.79|0|false|0|0|1x1xEACH||C0000022710|CHRISTMAS SINGLE CARD CODE V X1|3.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.79|1|94809
HandheldProductDetail|0|1.16|0|false|0|0|1x1xEACH||C0000022712|EASTER  SINGLE CARD  CODE L X1|2.65|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.16|1|5026309551284
HandheldProductDetail|0|1.05|0|false|0|0|1x1xEACH||C0000022713|EVERYDAY  GIFTING PRODUCT BOT CODE CX1|2.55|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.05|1|94804
HandheldProductDetail|0|1.0|0|false|0|0|1x1xEACH||C0000022714|EVERYDAY  GIFTING PRODUCT MED CODE EX1|2.35|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.0|1|94803
HandheldProductDetail|0|1.42|0|false|0|0|1x1xEACH||C0000022715|FATHER´S DAY  SINGLE CARD  CODE G X1|3.15|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.42|1|5026309551307
HandheldProductDetail|0|1.16|0|false|0|0|1x1xEACH||C0000022716|FATHER´S DAY  SINGLE CARD  CODE L X1|2.65|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.16|1|5026309551291
HandheldProductDetail|0|1.79|0|false|0|0|1x1xEACH||C0000022717|FATHER´S DAY  SINGLE CARD  CODE V X1|3.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.79|1|5026309551314
HandheldProductDetail|0|1.42|0|false|0|0|1x1xEACH||C0000022718|MOTHER´S DAY  SINGLE CARD  CODE G X1|3.15|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.42|1|5026309551260
HandheldProductDetail|0|1.16|0|false|0|0|1x1xEACH||C0000022719|MOTHER´S DAY  SINGLE CARD  CODE L X1|2.65|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.16|1|5026309551253
HandheldProductDetail|0|1.79|0|false|0|0|1x1xEACH||C0000022720|MOTHER´S DAY  SINGLE CARD  CODE V X1|3.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.79|1|5026309551277
HandheldProductDetail|0|1.42|0|false|0|0|1x1xEACH||C0000022721|SPECIAL SEND  SINGLE CARD  CODE G X1|3.15|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.42|1|94806
HandheldProductDetail|0|1.16|0|false|0|0|1x1xEACH||C0000022722|SPECIAL SEND  SINGLE CARD  CODE L X1|2.65|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.16|1|94805
HandheldProductDetail|0|1.42|0|false|0|0|1x1xEACH||C0000022723|VALENTINE´S DAY  SINGLE CARD  CODE G X1|3.15|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.42|1|5026309551239
HandheldProductDetail|0|1.16|0|false|0|0|1x1xEACH||C0000022724|VALENTINE´S DAY  SINGLE CARD  CODE L X1|2.65|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.16|1|5026309551222
HandheldProductDetail|0|1.79|0|false|0|0|1x1xEACH||C0000022725|VALENTINE´S DAY  SINGLE CARD  CODE V X1|3.99|0|C000000017|HandheldSupplierID|C000000017|||||||||||||||||||||||||||||||1.79|1|5026309551246
HandheldProductDetail|0|10.52|0|false|0|0|1x1xEACH||C0000022727|2023 ESSENTIAL ROAD ATLAS BRITAIN A4  X1|14.99|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||10.52|1|9780008447823
HandheldProductDetail|0|5.61|0|false|0|0|1x1xEACH||C0000022729|BOURNEMOUTH STREET ATLAS (AZ) X1|7.99|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||5.61|1|9780008496364
HandheldProductDetail|0|4.2|0|false|0|0|1x1xEACH||C0000022730|BRITAIN & IRELAND HANDY ROAD ATLAS 20 X1|5.99|0|C000000037|HandheldSupplierID|C000000037|||||||||||||||||||||||||||||||4.2|1|9780008528768
