T1TillID,T2TillID,T1OptrID,T2OptrID,T1POS,T2POS
11,12,1532,2033,1,2
11,12,1533,2034,1,2
11,12,1534,2035,1,2
11,12,1535,2036,1,2
11,12,1536,2037,1,2
11,12,1537,2038,1,2
11,12,1538,2039,1,2
11,12,1539,2040,1,2
11,12,1540,2041,1,2
11,12,1541,2042,1,2
11,12,1542,2043,1,2
11,12,1543,2044,1,2
11,12,1544,2045,1,2
11,12,1545,2046,1,2
11,12,1546,2047,1,2
11,12,1547,2048,1,2
11,12,1548,2049,1,2
11,12,1549,2050,1,2
11,12,1550,2051,1,2
11,12,1551,2052,1,2
11,12,1552,2053,1,2
11,12,1553,2054,1,2
11,12,1554,2055,1,2
11,12,1555,2056,1,2
11,12,1556,2057,1,2
11,12,1557,2058,1,2
11,12,1558,2059,1,2
11,12,1559,2060,1,2
11,12,1560,2061,1,2
11,12,1561,2062,1,2
11,12,1562,2063,1,2
11,12,1563,2064,1,2
11,12,1564,2065,1,2
11,12,1565,2066,1,2
11,12,1566,2067,1,2
11,12,1567,2068,1,2
11,12,1568,2069,1,2
11,12,1569,2070,1,2
11,12,1570,2071,1,2
11,12,1571,2072,1,2
11,12,1572,2073,1,2
11,12,1573,2074,1,2
11,12,1574,2075,1,2
11,12,1575,2076,1,2
11,12,1576,2077,1,2
11,12,1577,2078,1,2
11,12,1578,2079,1,2
11,12,1579,2080,1,2
11,12,1580,2081,1,2
11,12,1581,2082,1,2
11,12,1582,2083,1,2
11,12,1583,2084,1,2
11,12,1584,2085,1,2
11,12,1585,2086,1,2
11,12,1586,2087,1,2
11,12,1587,2088,1,2
11,12,1588,2089,1,2
11,12,1589,2090,1,2
11,12,1590,2091,1,2
11,12,1591,2092,1,2
11,12,1592,2093,1,2
11,12,1593,2094,1,2
11,12,1594,2095,1,2
11,12,1595,2096,1,2
11,12,1596,2097,1,2
11,12,1597,2098,1,2
11,12,1598,2099,1,2
11,12,1599,2100,1,2
11,12,1600,2101,1,2
11,12,1601,2102,1,2
11,12,1602,2103,1,2
11,12,1603,2104,1,2
11,12,1604,2105,1,2
11,12,1605,2106,1,2
11,12,1606,2107,1,2
11,12,1607,2108,1,2
11,12,1608,2109,1,2
11,12,1609,2110,1,2
11,12,1610,2111,1,2
11,12,1611,2112,1,2
11,12,1612,2113,1,2
11,12,1613,2114,1,2
11,12,1614,2115,1,2
11,12,1615,2116,1,2
11,12,1616,2117,1,2
11,12,1617,2118,1,2
11,12,1618,2119,1,2
11,12,1619,2120,1,2
11,12,1620,2121,1,2
11,12,1621,2122,1,2
11,12,1622,2123,1,2
11,12,1623,2124,1,2
11,12,1624,2125,1,2
11,12,1625,2126,1,2
11,12,1626,2127,1,2
11,12,1627,2128,1,2
11,12,1628,2129,1,2
11,12,1629,2130,1,2
11,12,1630,2131,1,2
11,12,1631,2132,1,2
11,12,1632,2133,1,2
11,12,1633,2134,1,2
11,12,1634,2135,1,2
11,12,1635,2136,1,2
11,12,1636,2137,1,2
11,12,1637,2138,1,2
11,12,1638,2139,1,2
11,12,1639,2140,1,2
11,12,1640,2141,1,2
11,12,1641,2142,1,2
11,12,1642,2143,1,2
11,12,1643,2144,1,2
11,12,1644,2145,1,2
11,12,1645,2146,1,2
11,12,1646,2147,1,2
11,12,1647,2148,1,2
11,12,1648,2149,1,2
11,12,1649,2150,1,2
11,12,1650,2151,1,2
11,12,1651,2152,1,2
11,12,1652,2153,1,2
11,12,1653,2154,1,2
11,12,1654,2155,1,2
11,12,1655,2156,1,2
11,12,1656,2157,1,2
11,12,1657,2158,1,2
11,12,1658,2159,1,2
11,12,1659,2160,1,2
11,12,1660,2161,1,2
11,12,1661,2162,1,2
11,12,1662,2163,1,2
11,12,1663,2164,1,2
11,12,1664,2165,1,2
11,12,1665,2166,1,2
11,12,1666,2167,1,2
11,12,1667,2168,1,2
11,12,1668,2169,1,2
11,12,1669,2170,1,2
11,12,1670,2171,1,2
11,12,1671,2172,1,2
11,12,1672,2173,1,2
11,12,1673,2174,1,2
11,12,1674,2175,1,2
11,12,1675,2176,1,2
11,12,1676,2177,1,2
11,12,1677,2178,1,2
11,12,1678,2179,1,2
11,12,1679,2180,1,2
11,12,1680,2181,1,2
11,12,1681,2182,1,2
11,12,1682,2183,1,2
11,12,1683,2184,1,2
11,12,1684,2185,1,2
11,12,1685,2186,1,2
11,12,1686,2187,1,2
11,12,1687,2188,1,2
11,12,1688,2189,1,2
11,12,1689,2190,1,2
11,12,1690,2191,1,2
11,12,1691,2192,1,2
11,12,1692,2193,1,2
11,12,1693,2194,1,2
11,12,1694,2195,1,2
11,12,1695,2196,1,2
11,12,1696,2197,1,2
11,12,1697,2198,1,2
11,12,1698,2199,1,2
11,12,1699,2200,1,2
11,12,1700,2201,1,2
